State,Year,PARTY,Power_House,Power_Senate,Power_Total
WI,2010,REP,3.7374759516781735,0.928154355781984,7.774947399329804
WI,2012,REP,2.791298128085693,0.7720901754999573,6.149890391510507
WI,2014,REP,3.3961911716010493,0.7720901754999573,6.754783435025863
WI,2016,REP,2.884273570463885,0.6713491028761939,5.804642167975328
WV,2000,REP,5.173555543292313,,
WV,2002,REP,7.500956371937422,,
WV,2004,REP,4.1571053244205,3.8474116538098992,20.89334601849356
WV,2006,REP,6.596117525224653,4.463951914309979,26.01430835247306
WV,2008,REP,4.647128074849743,3.441772099618652,19.618836708190877
WV,2010,REP,5.83234345504138,3.246078736885842,19.952785960494793
WV,2012,REP,4.677603944155646,3.360920892324497,19.297609825767207
WV,2014,REP,6.8276784982748735,3.5910156379753495,22.448596523467643
WV,2016,REP,4.3709541355782555,3.5910156379753495,19.991872160771024
WY,2000,REP,4.7100493613173064,,
WY,2002,REP,5.489920505951074,,
