,1,FEC ID,STATE,STATE ABBREVIATION,GENERAL ELECTION DATE,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
240,242.0,P20004511,Indiana,IN,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,49,,0.00%,
241,243.0,,Indiana,IN,11/8/16,Melissa L.,Kelly,"Kelly, Melissa L.",,W,44,,0.00%,
242,244.0,,Indiana,IN,11/8/16,Richard,Duncan,"Duncan, Richard",,W,25,,0.00%,
243,245.0,,Indiana,IN,11/8/16,Richard G.,Mullis,"Mullis, Richard G.",,W,22,,0.00%,
244,246.0,P60016342,Indiana,IN,11/8/16,Roque,De La Fuente,"De La Fuente, Roque",,W,21,,0.00%,
245,247.0,,Indiana,IN,11/8/16,Ray C.,Brown,"Brown, Ray C.",,IND,11,,0.00%,
246,248.0,P60018249,Indiana,IN,11/8/16,Joseph,Maldonado,"Maldonado, Joseph",,W,7,,0.00%,
247,249.0,P60005303,Indiana,IN,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,1,,0.00%,
248,250.0,,Indiana,IN,11/8/16,,,,Total State Votes:,,,"2,734,958",,
249,251.0,,Indiana,IN,11/8/16,,,,,,,,,
250,252.0,P80001571,Iowa,IA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"800,983",,51.15%,W
251,253.0,P00003392,Iowa,IA,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"653,669",,41.74%,
252,254.0,P20002671,Iowa,IA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"59,186",,3.78%,
253,255.0,,Iowa,IA,11/8/16,,Scattered,Scattered,,W,"17,746",,1.13%,
254,256.0,P60022654,Iowa,IA,11/8/16,Evan,McMullin,"McMullin, Evan",,NP,"12,366",,0.79%,
255,257.0,P20003984,Iowa,IA,11/8/16,Jill,Stein,"Stein, Jill",,IG,"11,479",,0.73%,
256,258.0,P60021102,Iowa,IA,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,CON,"5,335",,0.34%,
257,259.0,P60005808,Iowa,IA,11/8/16,Lynn ,Kahn,"Kahn, Lynn ",,NPI,"2,247",,0.14%,
258,260.0,,Iowa,IA,11/8/16,Dan R. ,Vacek,"Vacek, Dan R. ",,LMN,"2,246",,0.14%,
259,261.0,P60016342,Iowa,IA,11/8/16,Rocky Roque,De La Fuente,"De La Fuente, Rocky Roque",,NP,451,,0.03%,
260,262.0,P80005572,Iowa,IA,11/8/16,Gloria,La Riva,"La Riva, Gloria",,PSL,323,,0.02%,
261,263.0,,Iowa,IA,11/8/16,,,,Total State Votes:,,,"1,566,031",,
262,264.0,,Iowa,IA,11/8/16,,,,,,,,,
263,265.0,P80001571,Kansas,KS,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"671,018",,56.65%,W
264,266.0,P00003392,Kansas,KS,11/8/16,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"427,005",,36.05%,
265,267.0,P20002671,Kansas,KS,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"55,406",,4.68%,
266,268.0,P20003984,Kansas,KS,11/8/16,Jill,Stein,"Stein, Jill",,IND,"23,506",,1.98%,
267,269.0,P60022654,Kansas,KS,11/8/16,Evan ,McMullin,"McMullin, Evan ",,W,"6,520",,0.55%,
268,270.0,P60021102,Kansas,KS,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,W,646,,0.05%,
269,271.0,P60022787,Kansas,KS,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,214,,0.02%,
270,272.0,P20005260,Kansas,KS,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,W,45,,0.00%,
271,273.0,P60020963,Kansas,KS,11/8/16,Ajay,Sood,"Sood, Ajay",,W,10,,0.00%,
272,274.0,P80005572,Kansas,KS,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,7,,0.00%,
273,275.0,P60015351,Kansas,KS,11/8/16,Andrew D.,Basiago,"Basiago, Andrew D.",,W,6,,0.00%,
274,276.0,P60016623,Kansas,KS,11/8/16,Mike,Smith,"Smith, Mike",,W,6,,0.00%,
275,277.0,P60016342,Kansas,KS,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,3,,0.00%,
276,278.0,P60017340,Kansas,KS,11/8/16,James A.,Hedges,"Hedges, James A.",,W,3,,0.00%,
277,279.0,P00003962,Kansas,KS,11/8/16,Joe C.,Schriner,"Schriner, Joe C.",,W,3,,0.00%,
278,280.0,P60005808,Kansas,KS,11/8/16,Lynn,Kahn,"Kahn, Lynn",,W,2,,0.00%,
279,281.0,P60004868,Kansas,KS,11/8/16,Darryl,Perry,"Perry, Darryl",,W,1,,0.00%,
280,282.0,P60007929,Kansas,KS,11/8/16,Shawna,Sterling,"Sterling, Shawna",,W,1,,0.00%,
281,283.0,,Kansas,KS,11/8/16,,,,Total State Votes:,,,"1,184,402",,
282,284.0,,Kansas,KS,11/8/16,,,,,,,,,
283,285.0,P80001571,Kentucky,KY,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,202,971",,62.52%,W
284,286.0,P00003392,Kentucky,KY,11/8/16,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"628,854",,32.68%,
285,287.0,P20002671,Kentucky,KY,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"53,752",,2.79%,
286,288.0,P60022654,Kentucky,KY,11/8/16,Evan,McMullin,"McMullin, Evan",,IND,"22,780",,1.18%,
287,289.0,P20003984,Kentucky,KY,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"13,913",,0.72%,
288,290.0,P60016342,Kentucky,KY,11/8/16,Rocky Roque,De La Fuente,"De La Fuente, Rocky Roque",,ADP,"1,128",,0.06%,
289,291.0,P60021102,Kentucky,KY,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,W,438,,0.02%,
290,292.0,P60022787,Kentucky,KY,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,155,,0.01%,
291,293.0,P20005260,Kentucky,KY,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,W,39,,0.00%,
292,294.0,P60009917,Kentucky,KY,11/8/16,Chris,Keniston,"Keniston, Chris",,W,22,,0.00%,
293,295.0,,Kentucky,KY,11/8/16,Denny Carroll,Jackson,"Jackson, Denny Carroll",,W,18,,0.00%,
294,296.0,,Kentucky,KY,11/8/16,Craig,Ellis,"Ellis, Craig",,W,14,,0.00%,
295,297.0,,Kentucky,KY,11/8/16,Timothy Allen,Stevens,"Stevens, Timothy Allen",,W,12,,0.00%,
296,298.0,P60016623,Kentucky,KY,11/8/16,Mike,Smith,"Smith, Mike",,W,9,,0.00%,
297,299.0,P20004511,Kentucky,KY,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,8,,0.00%,
298,300.0,P60023207,Kentucky,KY,11/8/16,Scott,Cubbler,"Cubbler, Scott",,W,6,,0.00%,
299,301.0,,Kentucky,KY,11/8/16,"Richard Turner, Jr.",Luesing,"Luesing, Richard Turner, Jr.",,W,6,,0.00%,
300,302.0,,Kentucky,KY,11/8/16,Ben,Hartnell,"Hartnell, Ben",,W,5,,0.00%,
301,303.0,,Kentucky,KY,11/8/16,David,Perry,"Perry, David",,W,4,,0.00%,
302,304.0,P20004677,Kentucky,KY,11/8/16,Jerry,White,"White, Jerry",,W,4,,0.00%,
303,305.0,P60016904,Kentucky,KY,11/8/16,Santa Roy A.,Clark,"Clark, Santa Roy A.",,W,2,,0.00%,
304,306.0,,Kentucky,KY,11/8/16,Richard,Duncan,"Duncan, Richard",,W,2,,0.00%,
305,307.0,P60018249,Kentucky,KY,11/8/16,Joseph,Maldonado,"Maldonado, Joseph",,W,2,,0.00%,
306,308.0,,Kentucky,KY,11/8/16,Marshall,Schoenke,"Schoenke, Marshall",,W,2,,0.00%,
307,309.0,P60005303,Kentucky,KY,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,1,,0.00%,
308,310.0,,Kentucky,KY,11/8/16,William Martin,Ling,"Ling, William Martin",,W,1,,0.00%,
309,311.0,P20002630,Kentucky,KY,11/8/16,"Sheila ""Samm""",Tittle,"Tittle, Sheila ""Samm""",,W,1,,0.00%,
310,312.0,,Kentucky,KY,11/8/16,,,,Total State Votes:,,,"1,924,149",,
311,313.0,,Kentucky,KY,11/8/16,,,,,,,,,
312,314.0,P80001571,Louisiana,LA,11/8/16,Donald,Trump,"Trump, Donald",,REP,"1,178,638",,58.09%,W
313,315.0,P00003392,Louisiana,LA,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"780,154",,38.45%,
314,316.0,P20002671,Louisiana,LA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"37,978",,1.87%,
315,317.0,P20003984,Louisiana,LA,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"14,031",,0.69%,
316,318.0,P60022654,Louisiana,LA,11/8/16,Evan,McMullin,"McMullin, Evan",,CCS,"8,547",,0.42%,
317,319.0,P60021102,Louisiana,LA,11/8/16,Darrell,Castle,"Castle, Darrell",,CON,"3,129",,0.15%,
318,320.0,P60009917,Louisiana,LA,11/8/16,Chris ,Keniston,"Keniston, Chris ",,VP,"1,881",,0.09%,
319,321.0,P20005260,Louisiana,LA,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,LFC,"1,581",,0.08%,
320,322.0,P20004511,Louisiana,LA,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,IOC,"1,048",,0.05%,
321,323.0,P20004768,Louisiana,LA,11/8/16,Princess,Jacob,"Jacob, Princess",,LTC,749,,0.04%,
322,324.0,P80005473,Louisiana,LA,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,480,,0.02%,
323,325.0,P80005572,Louisiana,LA,11/8/16,Gloria,La Riva,"La Riva, Gloria",,SLP,446,,0.02%,
324,326.0,P20004677,Louisiana,LA,11/8/16,Jerry,White,"White, Jerry",,SEA,370,,0.02%,
325,327.0,,Louisiana,LA,11/8/16,,,,Total State Votes:,,,"2,029,032",,
326,328.0,,Louisiana,LA,11/8/16,,,,,,,,,
327,329.0,P00003392,Maine,ME,11/8/16,Hillary R.,Clinton,"Clinton, Hillary R.",,DEM,"357,735",,47.83%,W
328,330.0,P80001571,Maine,ME,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"335,593",,44.87%,
329,331.0,P20002671,Maine,ME,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"38,105",,5.09%,
330,332.0,P20003984,Maine,ME,11/8/16,Jill,Stein,"Stein, Jill",,GI,"14,251",,1.91%,
331,333.0,P60022654,Maine,ME,11/8/16,David Evan,McMullin,"McMullin, David Evan",,W,"1,887",,0.25%,
332,334.0,P60021102,Maine,ME,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,W,333,,0.04%,
333,335.0,P20004511,Maine,ME,11/8/16,Laurence J.,Kotlikoff,"Kotlikoff, Laurence J.",,W,16,,0.00%,
334,336.0,P60005303,Maine,ME,11/8/16,Cherunda L.,Fox,"Fox, Cherunda L.",,W,7,,0.00%,
335,337.0,,Maine,ME,11/8/16,,,,Total State Votes:,,,"747,927",,
336,338.0,,Maine,ME,11/8/16,,,,,,,,,
337,339.0,P00003392,Maryland,MD,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,677,928",,60.33%,W
338,340.0,P80001571,Maryland,MD,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"943,169",,33.91%,
339,341.0,P20002671,Maryland,MD,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"79,605",,2.86%,
340,342.0,P20003984,Maryland,MD,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"35,945",,1.29%,
341,343.0,,Maryland,MD,11/8/16,,Other,Other,,W,"33,263",,1.20%,
342,344.0,P60022654,Maryland,MD,11/8/16,Evan,McMullin,"McMullin, Evan",,W,"9,630",,0.35%,
343,345.0,P60021102,Maryland,MD,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,W,566,,0.02%,
344,346.0,P60022787,Maryland,MD,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,504,,0.02%,
345,347.0,P60018975,Maryland,MD,11/8/16,Stephen,McCarthy,"McCarthy, Stephen",,W,97,,0.00%,
346,348.0,P20004511,Maryland,MD,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,73,,0.00%,
347,349.0,P60016888,Maryland,MD,11/8/16,Paij,Boring,"Boring, Paij",,W,53,,0.00%,
348,350.0,,Maryland,MD,11/8/16,Janet L.,Reid,"Reid, Janet L.",,W,53,,0.00%,
349,351.0,,Maryland,MD,11/8/16,Martin,Carlisle,"Carlisle, Martin",,W,51,,0.00%,
350,352.0,P80005572,Maryland,MD,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,48,,0.00%,
351,353.0,P60019304,Maryland,MD,11/8/16,Paul,Adams,"Adams, Paul",,W,44,,0.00%,
352,354.0,P20005260,Maryland,MD,11/8/16,Tom,Hoefling,"Hoefling, Tom",,W,42,,0.00%,
353,355.0,,Maryland,MD,11/8/16,Jacqueline,Gates,"Gates, Jacqueline",,W,36,,0.00%,
354,356.0,P60020757,Maryland,MD,11/8/16,Robert,Buchanan,"Buchanan, Robert",,W,25,,0.00%,
355,357.0,,Maryland,MD,11/8/16,Ben,Hartnell,"Hartnell, Ben",,W,24,,0.00%,
356,358.0,P60023686,Maryland,MD,11/8/16,Joann,Breivogel,"Breivogel, Joann",,W,20,,0.00%,
357,359.0,,Maryland,MD,11/8/16,Richard,Duncan,"Duncan, Richard",,W,18,,0.00%,
358,360.0,P60005808,Maryland,MD,11/8/16,Lynn,Kahn,"Kahn, Lynn",,W,18,,0.00%,
359,361.0,P60015013,Maryland,MD,11/8/16,Cathy Johnson,Pendleton,"Pendleton, Cathy Johnson",,W,17,,0.00%,
360,362.0,P60019940,Maryland,MD,11/8/16,Mary E.,Thomas,"Thomas, Mary E.",,W,16,,0.00%,
361,363.0,,Maryland,MD,11/8/16,Dana E.,Brown,"Brown, Dana E.",,W,15,,0.00%,
362,364.0,P60016342,Maryland,MD,11/8/16,"Roque ""Rocky""",De La Fuente,"De La Fuente, Roque ""Rocky""",,W,14,,0.00%,
363,365.0,P60016623,Maryland,MD,11/8/16,"Michael L. ""Mike""",Smith,"Smith, Michael L. ""Mike""",,W,13,,0.00%,
364,366.0,,Maryland,MD,11/8/16,Sistah,Soldjah,"Soldjah, Sistah",,W,13,,0.00%,
365,367.0,P60018249,Maryland,MD,11/8/16,Joseph A.,Maldonado,"Maldonado, Joseph A.",,W,12,,0.00%,
366,368.0,,Maryland,MD,11/8/16,Coop,Smith,"Smith, Coop",,W,11,,0.00%,
367,369.0,,Maryland,MD,11/8/16,Anthony Tony J.,Valdivia,"Valdivia, Anthony Tony J.",,W,11,,0.00%,
368,370.0,P20004677,Maryland,MD,11/8/16,Jerry,White,"White, Jerry",,W,11,,0.00%,
369,371.0,P80004989,Maryland,MD,11/8/16,Star,Locke,"Locke, Star",,W,10,,0.00%,
370,372.0,,Maryland,MD,11/8/16,Maurice,Symonette,"Symonette, Maurice",,W,10,,0.00%,
371,373.0,P60005303,Maryland,MD,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,9,,0.00%,
372,374.0,P00003962,Maryland,MD,11/8/16,Joe,Schriner,"Schriner, Joe",,W,9,,0.00%,
373,375.0,P60005550,Maryland,MD,11/8/16,Shelia,Bolar,"Bolar, Shelia",,W,7,,0.00%,
374,376.0,P60005899,Maryland,MD,11/8/16,"William E., Jr.",Bowhall,"Bowhall, William E., Jr.",,W,7,,0.00%,
375,377.0,P60022043,Maryland,MD,11/8/16,Michael B.,Puskar,"Puskar, Michael B.",,W,7,,0.00%,
376,378.0,P60021243,Maryland,MD,11/8/16,Ameer,Flippin,"Flippin, Ameer",,W,6,,0.00%,
377,379.0,P60018017,Maryland,MD,11/8/16,Emidio,Soltysik,"Soltysik, Emidio",,W,6,,0.00%,
378,380.0,,Maryland,MD,11/8/16,Michael David,Boyles,"Boyles, Michael David",,W,5,,0.00%,
379,381.0,P60017340,Maryland,MD,11/8/16,James,Hedges,"Hedges, James",,W,5,,0.00%,
380,382.0,P20005187,Maryland,MD,11/8/16,"Theodis, Sr.",Brown,"Brown, Theodis, Sr.",,W,4,,0.00%,
381,383.0,P60008299,Maryland,MD,11/8/16,"Gerald, II",Jennings,"Jennings, Gerald, II",,W,4,,0.00%,
382,384.0,,Maryland,MD,11/8/16,Marshall,Schoenke,"Schoenke, Marshall",,W,3,,0.00%,
383,385.0,P60007689,Maryland,MD,11/8/16,Mohammed,Keita,"Keita, Mohammed",,W,2,,0.00%,
384,386.0,,Maryland,MD,11/8/16,J. J.,Vogel-Walcutt,"Vogel-Walcutt, J. J.",,W,2,,0.00%,
385,387.0,,Maryland,MD,11/8/16,Richard Baxter,Edgell,"Edgell, Richard Baxter",,W,1,,0.00%,
386,388.0,,Maryland,MD,11/8/16,Doug,Terry,"Terry, Doug",,W,1,,0.00%,
387,389.0,P60023611,Maryland,MD,11/8/16,Kora Roberta Katz,Vakil,"Vakil, Kora Roberta Katz",,W,1,,0.00%,
388,390.0,,Maryland,MD,11/8/16,Mitchell,Williams,"Williams, Mitchell",,W,1,,0.00%,
389,391.0,P60020484,Maryland,MD,11/8/16,Demetra Jefferson,Wysinger,"Wysinger, Demetra Jefferson",,W,1,,0.00%,
390,392.0,,Maryland,MD,11/8/16,,,,Total State Votes:,,,"2,781,446",,
391,393.0,,Maryland,MD,11/8/16,,,,,,,,,
392,394.0,P00003392,Massachusetts,MA,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,995,196",,60.01%,W
393,395.0,P80001571,Massachusetts,MA,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,090,893",,32.81%,
394,396.0,P20002671,Massachusetts,MA,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"138,018",,4.15%,
395,397.0,,Massachusetts,MA,11/8/16,,All Others,All Others,,W,"50,488",,1.52%,
396,398.0,P20003984,Massachusetts,MA,11/8/16,Jill,Stein,"Stein, Jill",,GR,"47,661",,1.43%,
397,399.0,P60022654,Massachusetts,MA,11/8/16,David,McMullin,"McMullin, David",,W,"2,719",,0.08%,
398,400.0,,Massachusetts,MA,11/8/16,William,Feegbeh,"Feegbeh, William",,W,28,,0.00%,
399,401.0,P20004511,Massachusetts,MA,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,28,,0.00%,
400,402.0,P60004405,Massachusetts,MA,11/8/16,Monica G.,Moorehead,"Moorehead, Monica G.",,W,15,,0.00%,
401,403.0,,Massachusetts,MA,11/8/16,,,,Total State Votes:,,,"3,325,046",,
402,404.0,,Massachusetts,MA,11/8/16,,,,,,,,,
403,405.0,P80001571,Michigan,MI,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"2,279,543",,47.50%,W
404,406.0,P00003392,Michigan,MI,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"2,268,839",,47.27%,
405,407.0,P20002671,Michigan,MI,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"172,136",,3.59%,
406,408.0,P20003984,Michigan,MI,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"51,463",,1.07%,
407,409.0,P60021102,Michigan,MI,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,UST,"16,139",,0.34%,
408,410.0,P60022654,Michigan,MI,11/8/16,Evan,McMullin,"McMullin, Evan",,W,"8,177",,0.17%,
409,411.0,P60018017,Michigan,MI,11/8/16,Emidio Mimi,Soltysik,"Soltysik, Emidio Mimi",,NLP,"2,209",,0.05%,
410,412.0,P60022787,Michigan,MI,11/8/16,Michael A.,Maturen,"Maturen, Michael A.",,W,517,,0.01%,
411,413.0,P20005260,Michigan,MI,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,W,95,,0.00%,
412,414.0,P20004511,Michigan,MI,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,87,,0.00%,
413,415.0,,Michigan,MI,11/8/16,Ben ,Hartnell,"Hartnell, Ben ",,W,39,,0.00%,
414,416.0,P60004405,Michigan,MI,11/8/16,Monica,Moorehead,"Moorehead, Monica",,W,30,,0.00%,
415,417.0,P60005303,Michigan,MI,11/8/16,Cherunda,Fox,"Fox, Cherunda",,W,10,,0.00%,
416,418.0,,Michigan,MI,11/8/16,,,,Total State Votes:,,,"4,799,284",,
417,419.0,,Michigan,MI,11/8/16,,,,,,,,,
418,420.0,P00003392,Minnesota,MN,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DFL,"1,367,716",,46.44%,W
419,421.0,P80001571,Minnesota,MN,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,322,951",,44.92%,
420,422.0,P20002671,Minnesota,MN,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"112,972",,3.84%,
421,423.0,P60022654,Minnesota,MN,11/8/16,Evan,McMullin,"McMullin, Evan",,IDP,"53,076",,1.80%,
422,424.0,P20003984,Minnesota,MN,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"36,985",,1.26%,
423,425.0,,Minnesota,MN,11/8/16,,Scattered,Scattered,,W,"26,714",,0.91%,
424,426.0,,Minnesota,MN,11/8/16,Dan R. ,Vacek,"Vacek, Dan R. ",,LMN,"11,291",,0.38%,
425,427.0,P60021102,Minnesota,MN,11/8/16,Darrell,Castle,"Castle, Darrell",,CON,"9,456",,0.32%,
426,428.0,P80005473,Minnesota,MN,11/8/16,Alyson,Kennedy,"Kennedy, Alyson",,SWP,"1,672",,0.06%,
427,429.0,P60016342,Minnesota,MN,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,ADP,"1,431",,0.05%,
428,430.0,P60022787,Minnesota,MN,11/8/16,Michael Andrew,Maturen,"Maturen, Michael Andrew",,W,244,,0.01%,
429,431.0,,Minnesota,MN,11/8/16,"Jeffrey Ryan, Sr.",Wharton,"Wharton, Jeffrey Ryan, Sr.",,W,53,,0.00%,
430,432.0,,Minnesota,MN,11/8/16,Henry,Bartlett,"Bartlett, Henry",,W,41,,0.00%,
431,433.0,P60009917,Minnesota,MN,11/8/16,Chris,Keniston,"Keniston, Chris",,W,31,,0.00%,
432,434.0,,Minnesota,MN,11/8/16,Daniel,Muffoletto,"Muffoletto, Daniel",,W,29,,0.00%,
433,435.0,P20005260,Minnesota,MN,11/8/16,Tom,Hoefling,"Hoefling, Tom",,W,28,,0.00%,
434,436.0,,Minnesota,MN,11/8/16,Dennis Andrew,Ball,"Ball, Dennis Andrew",,W,24,,0.00%,
435,437.0,P20004511,Minnesota,MN,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,17,,0.00%,
436,438.0,P60017852,Minnesota,MN,11/8/16,Clifton,Roberts,"Roberts, Clifton",,W,15,,0.00%,
437,439.0,P60018017,Minnesota,MN,11/8/16,Emidio,Soltysik,"Soltysik, Emidio",,W,15,,0.00%,
438,440.0,P80005572,Minnesota,MN,11/8/16,Gloria,La Riva,"La Riva, Gloria",,W,12,,0.00%,
439,441.0,P20004677,Minnesota,MN,11/8/16,Jerome S. (Jerry),White,"White, Jerome S. (Jerry)",,W,10,,0.00%,
440,442.0,P00003962,Minnesota,MN,11/8/16,Joe,Schriner,"Schriner, Joe",,W,4,,0.00%,
441,443.0,,Minnesota,MN,11/8/16,Arthur E.,Sidner,"Sidner, Arthur E.",,W,4,,0.00%,
442,444.0,,Minnesota,MN,11/8/16,Kirk,Wettschreck,"Wettschreck, Kirk",,W,4,,0.00%,
443,445.0,P60016623,Minnesota,MN,11/8/16,"Michael L. ""Mike""",Smith,"Smith, Michael L. ""Mike""",,W,3,,0.00%,
444,446.0,,Minnesota,MN,11/8/16,Ben,Hartnell,"Hartnell, Ben",,W,2,,0.00%,
445,447.0,,Minnesota,MN,11/8/16,Roger,Koplitz,"Koplitz, Roger",,W,2,,0.00%,
446,448.0,,Minnesota,MN,11/8/16,Srinivasa K.,Mallapadi,"Mallapadi, Srinivasa K.",,W,2,,0.00%,
447,449.0,,Minnesota,MN,11/8/16,Micah,Payeur,"Payeur, Micah",,W,2,,0.00%,
448,450.0,,Minnesota,MN,11/8/16,Richard,Duncan,"Duncan, Richard",,W,1,,0.00%,
449,451.0,,Minnesota,MN,11/8/16,Eric,Gerhard,"Gerhard, Eric",,W,1,,0.00%,
450,452.0,,Minnesota,MN,11/8/16,Darin,Lynch,"Lynch, Darin",,W,1,,0.00%,
451,453.0,,Minnesota,MN,11/8/16,Matthew,Roberts,"Roberts, Matthew",,W,1,,0.00%,
452,454.0,,Minnesota,MN,11/8/16,Platt,Robertson,"Robertson, Platt",,W,1,,0.00%,
453,455.0,,Minnesota,MN,11/8/16,Derrick,Schumacher,"Schumacher, Derrick",,W,1,,0.00%,
454,456.0,,Minnesota,MN,11/8/16,Keith Richard,Snell,"Snell, Keith Richard",,W,1,,0.00%,
455,457.0,,Minnesota,MN,11/8/16,,,,Total State Votes:,,,"2,944,813",,
456,458.0,,Minnesota,MN,11/8/16,,,,,,,,,
457,459.0,P80001571,Mississippi,MS,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"700,714",,57.94%,W
458,460.0,P00003392,Mississippi,MS,11/8/16,Hillary,Clinton,"Clinton, Hillary",,DEM,"485,131",,40.11%,
459,461.0,P20002671,Mississippi,MS,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"14,435",,1.19%,
460,462.0,P60021102,Mississippi,MS,11/8/16,Darrell,Castle,"Castle, Darrell",,CON,"3,987",,0.33%,
461,463.0,P20003984,Mississippi,MS,11/8/16,Jill,Stein,"Stein, Jill",,GRE,"3,731",,0.31%,
462,464.0,P60017340,Mississippi,MS,11/8/16,Jim,Hedges,"Hedges, Jim",,P,715,,0.06%,
463,465.0,P60016342,Mississippi,MS,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,ADP,644,,0.05%,
464,466.0,,Mississippi,MS,11/8/16,,,,Total State Votes:,,,"1,209,357",,
465,467.0,,Mississippi,MS,11/8/16,,,,,,,,,
466,468.0,P80001571,Missouri,MO,11/8/16,Donald J.,Trump,"Trump, Donald J.",,REP,"1,594,511",,56.77%,W
467,469.0,P00003392,Missouri,MO,11/8/16,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"1,071,068",,38.14%,
468,470.0,P20002671,Missouri,MO,11/8/16,Gary,Johnson,"Johnson, Gary",,LIB,"97,359",,3.47%,
469,471.0,P20003984,Missouri,MO,11/8/16,Jill ,Stein,"Stein, Jill ",,GRE,"25,419",,0.91%,
470,472.0,P60021102,Missouri,MO,11/8/16,Darrell L.,Castle,"Castle, Darrell L.",,CON,"13,092",,0.47%,
471,473.0,P60022654,Missouri,MO,11/8/16,Evan,McMullin,"McMullin, Evan",,W,"7,071",,0.25%,
472,474.0,P20005260,Missouri,MO,11/8/16,Tom ,Hoefling,"Hoefling, Tom ",,W,48,,0.00%,
473,475.0,P20004511,Missouri,MO,11/8/16,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,28,,0.00%,
474,476.0,P60016342,Missouri,MO,11/8/16,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,W,6,,0.00%,
475,477.0,,Missouri,MO,11/8/16,Marshall,Schoenke,"Schoenke, Marshall",,W,3,,0.00%,
476,478.0,,Missouri,MO,11/8/16,,,,Total State Votes:,,,"2,808,605",,
477,479.0,,Missouri,MO,11/8/16,,,,,,,,,
