STATE ABBREVIATION,D,,CANDIDATE NAME,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL VOTES ,GENERAL %,COMBINED PARTIES
MO,2,,"Cooper, Barbara (Barb)",R,"10,538",18.29,,,,,
MO,2,,"Jackson, Jack",R,"4,955",8.6,,,,,
MO,2,,Total Party Votes,R,"57,621",,,,,,
MO,2,,"House, Ted",D,"20,964",100,,,"126,441",42.42,
MO,2,,Total Party Votes,D,"20,964",,,,,,
MO,2,,"Odell, Mike",GRN,,,,,"2,907",0.98,
MO,2,,"Higgins, James",LBT,169,100,,,"2,524",0.85,
MO,2,,Total Party Votes,LBT,169,,,,,,
MO,2,,"Gimpelson, Richard J.",REF,60,100,,,"1,264",0.42,
MO,2,,Total Party Votes,REF,60,,,,,,
MO,2,,Total District Votes,,"78,814",,,,"298,062",,
MO,3,(I),"Gephardt, Richard A. (Dick)",D,"40,111",100,,,"147,222",57.84,
MO,3,,Total Party Votes,D,"40,111",,,,,,
MO,3,,"Federer, Bill",R,"24,387",88.88,,,"100,967",39.67,
MO,3,,"Simpson, George",R,"3,052",11.12,,,,,
MO,3,,Total Party Votes,R,"27,439",,,,,,
MO,3,,"Maroney, Mary",GRN,,,,,"3,266",1.28,
MO,3,,"Crist, Michael H.",LBT,105,62.5,,,"2,245",0.88,
MO,3,,"Christen-Mitchell, Jeff",LBT,63,37.5,,,,,
MO,3,,Total Party Votes,LBT,168,,,,,,
MO,3,,"Windisch, Anthony (Tony) J.",REF,78,100,,,839,0.33,
MO,3,,Total Party Votes,REF,78,,,,,,
MO,3,,Total District Votes,,"67,796",,,,"254,539",,
MO,4,(I),"Skelton, Ike",D,"48,531",100,,,"180,634",66.93,
MO,4,,Total Party Votes,D,"48,531",,,,,,
MO,4,,"Noland, Jim",R,"29,172",62.48,,,"84,406",31.27,
MO,4,,"Brown, Bob",R,"17,516",37.52,,,,,
MO,4,,Total Party Votes,R,"46,688",,,,,,
MO,4,,"Knapp, Thomas L.",LBT,160,100,,,"2,878",1.07,
MO,4,,Total Party Votes,LBT,160,,,,,,
MO,4,,"Rinehart, James Edward",REF,102,100,,,"1,971",0.73,
MO,4,,Total Party Votes,REF,102,,,,,,
MO,4,,Total District Votes,,"95,481",,,,"269,889",,
MO,5,(I),"McCarthy, Karen",D,"35,071",85.36,,,"159,826",68.85,
MO,5,,"Lindsey, Charles",D,"6,013",14.64,,,,,
MO,5,,Total Party Votes,D,"41,084",,,,,,
MO,5,,"Gordon, Steve",R,"7,906",45.76,,,"66,439",28.62,
MO,5,,"Wright, Walter",R,"5,677",32.86,,,,,
MO,5,,"Southworth, Chet",R,"3,694",21.38,,,,,
MO,5,,Total Party Votes,R,"17,277",,,,,,
MO,5,,"Reitz, Charles",GRN,,,,,"2,548",1.1,
MO,5,,"Newberry, Alan",LBT,366,100,,,"2,350",1.01,
MO,5,,Total Party Votes,LBT,366,,,,,,
MO,5,,"Carriger, Dennis M.",REF,149,100,,,974,0.42,
MO,5,,Total Party Votes,REF,149,,,,,,
MO,5,,Total District Votes,,"58,876",,,,"232,137",,
MO,6,,"Graves, Samuel B. (Sam) Jr.",R,"30,014",68.05,,,"138,925",50.85,
MO,6,,"Loar, Teresa Anne",R,"7,493",16.99,,,,,
MO,6,,"Bailey, Jeff",R,"4,575",10.37,,,,,
MO,6,,"Dady, John",R,"1,122",2.54,,,,,
MO,6,,"DeSelms, Jack C.",R,901,2.04,,,,,
MO,6,,Total Party Votes,R,"44,105",,,,,,
MO,6,,"Danner, Steve",D,"32,037",55.88,,,"127,792",46.78,
MO,6,,"Mann, Tom",D,"10,056",17.54,,,,,
MO,6,,"Reeves, Sandra Lee",D,"9,084",15.84,,,,,
MO,6,,"Cox, Ida",D,"6,151",10.73,,,,,
MO,6,,Total Party Votes,D,"57,328",,,,,,
MO,6,,"Dykes, Jimmy",LBT,259,100,,,"3,696",1.35,
MO,6,,Total Party Votes,LBT,259,,,,,,
MO,6,,"Richey, Marie",NL,,,,,"2,788",1.02,
MO,6,,Total District Votes,,"101,692",,,,"273,201",,
MO,7,(I),"Blunt, Roy",R,"62,711",86.42,,,"202,305",73.85,
MO,7,,"Harman, Mike",R,"9,856",13.58,,,,,
MO,7,,Total Party Votes,R,"72,567",,,,,,
MO,7,,"Christrup, Charles",D,"14,196",100,,,"65,510",23.91,
MO,7,,Total Party Votes,D,"14,196",,,,,,
MO,7,,"Burlison, Doug",LBT,143,100,,,"2,965",1.08,
MO,7,,Total Party Votes,LBT,143,,,,,,
MO,7,,"Harris, Sharalyn",NL,,,,,"2,169",0.79,
MO,7,,"Lapham, Ron",REF,52,100,,,988,0.36,
MO,7,,Total Party Votes,REF,52,,,,,,
MO,7,,Total District Votes,,"86,958",,,,"273,937",,
MO,8,(I),"Emerson, Jo Ann",R,"36,957",100,,,"162,239",69.31,
MO,8,,Total Party Votes,R,"36,957",,,,,,
MO,8,,"Camp, Bob",D,"29,990",57.1,,,"67,760",28.95,
MO,8,,"Durnell, Earl",D,"22,531",42.9,,,,,
MO,8,,Total Party Votes,D,"52,521",,,,,,
MO,8,,"Hendricks, John B. Jr.",LBT,129,100,,,"2,328",0.99,
MO,8,,Total Party Votes,LBT,129,,,,,,
MO,8,,"Sager, Tom",GRN,,,,,"1,739",0.74,
MO,8,,Total District Votes,,"89,607",,,,"234,066",,
MO,9,(I),"Hulshof, Kenny",R,"34,649",100,,,"172,787",59.25,
MO,9,,Total Party Votes,R,"34,649",,,,,,
MO,9,,"Carroll, Steven R.",D,"37,465",68.98,,,"111,662",38.29,
MO,9,,"Glawson, Michael Charles",D,"10,231",18.84,,,,,
MO,9,,"Terry, Joe Cefius",D,"6,618",12.18,,,,,
MO,9,,Total Party Votes,D,"54,314",,,,,,
MO,9,,"Hoffman, Robert",LBT,213,100,,,"3,608",1.24,
MO,9,,Total Party Votes,LBT,213,,,,,,
MO,9,,"Scherubel, Devin M.",GRN,,,,,"2,388",0.82,
MO,9,,"Dotson, Steven D.",REF,58,100,,,"1,165",0.4,
MO,9,,Total Party Votes,REF,58,,,,,,
MO,9,,Total District Votes,,"89,234",,,,"291,610",,
MO,,,Total State Votes,,"733,075",,,,"2,325,788",,
MT,1,,"Rehberg, Dennis",R,"98,646",100,,,"211,418",51.5,
MT,1,,Total Party Votes,R,"98,646",,,,,,
MT,1,,"Keenan, Nancy",D,"86,114",100,,,"189,971",46.28,
MT,1,,Total Party Votes,D,"86,114",,,,,,
MT,1,,"Tikalsky, James J.",LBT,Unopposed,,,,"9,132",2.22,
MT,1,,"Ferren, Glen",W,,,,,2,0,
MT,1,,Total District Votes,,"184,760",,,,"410,523",,
MT,,,Total State Votes,,"184,760",,,,"410,523",,
NE,1,(I),"Bereuter, Doug",R,"49,135",99.07,,,"155,485",66.25,
NE,1,,Write-In,R,463,0.93,,,,,
NE,1,,Total Party Votes,R,"49,598",,,,,,
NE,1,,"Bereuter, Doug",N(R),"1,230",95.87,,,,,
NE,1,,Write-In,N(R),53,4.13,,,,,
NE,1,,Total Party Votes,N(R),"1,283",,,,,,
NE,1,,"Jacobsen, Alan",D,"25,278",99.06,,,"72,859",31.04,
NE,1,,Write-In,D,239,0.94,,,,,
NE,1,,Total Party Votes,D,"25,517",,,,,,
NE,1,,"Jacobsen, Alan",N(D),662,97.5,,,,,
NE,1,,Write-In,N(D),17,2.5,,,,,
NE,1,,Total Party Votes,N(D),679,,,,,,
NE,1,,"Oenbring, David",LBT,33,100,,,"6,147",2.62,
NE,1,,Total Party Votes,LBT,33,,,,,,
NE,1,,"Oenbring, David",N(LBT),44,97.78,,,,,
NE,1,,Write-In,N(LBT),1,2.22,,,,,
NE,1,,Total Party Votes,N(LBT),45,,,,,,
NE,1,,Scattered,W,,,,,207,0.09,
NE,1,,Write-In,NL,1,100,,,,,
NE,1,,Total Party Votes,NL,1,,,,,,
NE,1,,Write-In,(N)NL,3,100,,,,,
NE,1,,Total Party Votes,(N)NL,3,,,,,,
NE,1,,Total District Votes,,"77,159",,,,"234,698",,
NE,2,(I),"Terry, Lee",R,"52,835",98.8,,,"148,911",65.81,
NE,2,,Write-In,R,644,1.2,,,,,
NE,2,,Total Party Votes,R,"53,479",,,,,,
NE,2,,"Terry, Lee",N(R),"2,861",96.17,,,,,
NE,2,,Write-In,N(R),114,3.83,,,,,
NE,2,,Total Party Votes,N(R),"2,975",,,,,,
NE,2,,"Kiel, Shelley",D,"28,963",68.52,,,"70,268",31.05,
NE,2,,"Johnson, Allen C.",D,"13,064",30.91,,,,,
NE,2,,Write-In,D,241,0.57,,,,,
NE,2,,Total Party Votes,D,"42,268",,,,,,
NE,2,,"Kiel, Shelley",N(D),"1,615",70.43,,,,,
NE,2,,"Johnson, Allen C.",N(D),660,28.78,,,,,
NE,2,,Write-In,N(D),18,0.78,,,,,
NE,2,,Total Party Votes,N(D),"2,293",,,,,,
NE,2,,"Graziano, John J.",LBT,93,93.94,,,"6,856",3.03,
NE,2,,Write-In,LBT,6,6.06,,,,,
NE,2,,Total Party Votes,LBT,99,,,,,,
NE,2,,"Graziano, John J.",N(LBT),25,100,,,,,
NE,2,,Write-In,N(LBT),0,,,,,,
NE,2,,Total Party Votes,N(LBT),25,,,,,,
NE,2,,Scattered,W,,,,,245,0.11,
NE,2,,Write-In,NL,0,ZERO,,,,,
NE,2,,Total Party Votes,NL,0,,,,,,
NE,2,,Write-In,(N)NL,1,100,,,,,
NE,2,,Total Party Votes,(N)NL,1,,,,,,
NE,2,,Total District Votes,,"101,140",,,,"226,280",,
NE,3,,"Osborne, Tom",R,"52,118",70.83,,,"182,117",82,
NE,3,,"Gale, John A.",R,"12,417",16.88,,,,,
NE,3,,"Wilmot, Kathy",R,"9,018",12.26,,,,,
NE,3,,Write-In,R,26,0.04,,,,,
NE,3,,Total Party Votes,R,"73,579",,,,,,
NE,3,,"Osborne, Tom",N(R),320,56.64,,,,,
NE,3,,"Gale, John A.",N(R),136,24.07,,,,,
NE,3,,"Wilmot, Kathy",N(R),109,19.29,,,,,
NE,3,,Write-In,N(R),0,ZERO,,,,,
NE,3,,Total Party Votes,N(R),565,,,,,,
NE,3,,"Reynolds, Roland E.",D,"23,220",99.07,,,"34,944",15.73,
NE,3,,Write-In,D,217,0.92,,,,,
NE,3,,Total Party Votes,D,"23,437",,,,,,
NE,3,,"Reynolds, Roland E.",N(D),144,99.31,,,,,
NE,3,,Write-In,N(D),1,0.69,,,,,
NE,3,,Total Party Votes,N(D),145,,,,,,
NE,3,,"Hickman, Jerry",LBT,22,91.67,,,"4,909",2.21,
NE,3,,Write-In,LBT,2,8.33,,,,,
NE,3,,Total Party Votes,LBT,24,,,,,,
NE,3,,"Hickman, Jerry",N(LBT),15,83.33,,,,,
NE,3,,Write-In,N(LBT),3,16.67,,,,,
NE,3,,Total Party Votes,N(LBT),18,,,,,,
NE,3,,Scattered,W,,,,,123,0.06,
NE,3,,Write-In,NL,0,ZERO,,,,,
NE,3,,Total Party Votes,NL,0,,,,,,
NE,3,,Write-In,(N)NL,4,100,,,,,
NE,3,,Total Party Votes,(N)NL,4,,,,,,
NE,3,,Total District Votes,,"97,772",,,,"222,093",,
NE,,,Total State Votes,,"276,071",,,,"683,071",,
NV,1,(I),"Berkley, Shelley",D,Unopposed,,,,"118,469",51.68,
NV,1,,"Porter, Jon",R,"18,683",65.11,,,"101,276",44.18,
NV,1,,"Price, Nancy",R,"5,313",18.52,,,,,
NV,1,,"Blockey, Jim",R,"4,698",16.37,,,,,
NV,1,,Total Party Votes,R,"28,694",,,,,,
NV,1,,"Schneider, Charles",LBT,,,,,"4,011",1.75,
NV,1,,"Hansen, Christopher H.",IAP,,,,,"3,933",1.72,
NV,1,,"Swenson, W.G. ""Swannie""",CF,,,,,"1,546",0.67,
NV,1,,Total District Votes,,"28,694",,,,"229,235",,
NV,2,(I),"Gibbons, Jim",R,"68,917",89.59,,,"229,608",64.5,
NV,2,,"Tracy, Mitchell T.",R,"7,986",10.38,,,,,
NV,2,,None of These Candidates,R,18,0.02,,,,,
NV,2,,Total Party Votes,R,"76,921",,,,,,
NV,2,,"Cahill, Tierney",D,Unopposed,,,,"106,379",29.88,
NV,2,,"Hansen, Daniel",IAP,,,,,"5,582",1.57,
NV,2,,"Laws, A. Charles",GRN,,,,,"5,547",1.56,
NV,2,,"Savage, Terry ""Curt""",LBT,,,,,"5,343",1.5,
NV,2,,"Brenneman, Ken",CF,,,,,"2,367",0.66,
NV,2,,"Winquist, Robert W.",NL,,,,,"1,143",0.32,
NV,2,,Total District Votes,,"76,921",,,,"355,969",,
NV,,,Total State Votes,,"105,615",,,,"585,204",,
NH,1,(I),"Sununu, John E.",R,"45,798",99.39,,,"150,609",52.87,
NH,1,,Scattered,W(R),189,0.41,,,,,
NH,1,,"Clark, Martha Fuller",W(R),90,0.2,,,,,
NH,1,,Total Party Votes,R,"46,077",,,,,,
NH,1,,"Clark, Martha Fuller",D,"29,164",99.14,,,"128,387",45.07,
NH,1,,Scattered,W(D),182,0.62,,,,,
NH,1,,"Sununu, John E.",W(D),70,0.24,,,,,
NH,1,,Total Party Votes,D,"29,416",,,,,,
NH,1,,"Belforti, Dan",LBT,,,,,"5,713",2,
NH,1,,Scattered,W,,,,,153,0.05,
NH,1,,"Bevill, ""Bob""",I,,,,,,,
NH,1,,Total District Votes,,"75,493",,,,"284,862",,
NH,2,(I),"Bass, Charles",R,"44,928",99,,,"152,581",56.19,
NH,2,,Scattered,W(R),292,0.64,,,,,
NH,2,,"Brannen, Barney",W(R),146,0.32,,,,,
NH,2,,"Jackman, Norman H. ""NH""",W(R),14,0.03,,,,,
NH,2,,Total Party Votes,R,"45,380",,,,,,
NH,2,,"Brannen, Barney",D,"20,496",68.24,,,"110,367",40.64,
NH,2,,"Jackman, Norman H. ""NH""",D,"9,291",30.93,,,,,
NH,2,,"Bass, Charles",W(D),130,0.43,,,,,
NH,2,,Scattered,W(D),118,0.39,,,,,
NH,2,,Total Party Votes,D,"30,035",,,,,,
NH,2,,"Christeson, Brian",LBT,,,,,"6,188",2.28,
NH,2,,"Kendel, Roy",CAM,,,,,"2,204",0.81,
NH,2,,Scattered,W,,,,,215,0.08,
NH,2,,"Kendel, Roy",I,,,,,,,
NH,2,,Total District Votes,,"75,415",,,,"271,555",,
NH,,,Total State Votes,,"150,908",,,,"556,417",,
NJ,1,(I),"Andrews, Robert E.",D,"38,737",100,,,"167,327",76.19,
NJ,1,,Total Party Votes,D,"38,737",,,,,,
NJ,1,,"Cathcart, Charlene",R,"9,877",100,,,"46,455",21.15,
NJ,1,,Total Party Votes,R,"9,877",,,,,,
NJ,1,,"Parrish, Catherine L.",I (GRN),,,,,"3,090",1.41,
NJ,1,,"Forchion, Edward",I (LMP),,,,,"1,959",0.89,
NJ,1,,"Patalivo, Joseph A.",I (NJC),,,,,781,0.36,
NJ,1,,Total District Votes,,"48,614",,,,"219,612",,
NJ,2,(I),"LoBiondo, Frank A.",R,"28,834",100,,,"155,187",66.36,
NJ,2,,Total Party Votes,R,"28,834",,,,,,
NJ,2,,"Janosik, Edward G.",D,"14,148",81.7,,,"74,632",31.91,
NJ,2,,"Farkas, Steven A.",D,"3,168",18.3,,,,,
NJ,2,,Total Party Votes,D,"17,316",,,,,,
NJ,2,,"Gabrielsky, Robert",I (GRN),,,,,"3,252",1.39,
NJ,2,,"Rozzo, Constantino",I (SOC),,,,,788,0.34,
NJ,2,,Total District Votes,,"46,150",,,,"233,859",,
NJ,3,(I),"Saxton, Jim",R,"25,280",100,,,"157,053",57.3,
NJ,3,,Total Party Votes,R,"25,280",,,,,,
NJ,3,,"Levin, Susan Bass",D,"24,241",100,,,"112,848",41.17,
NJ,3,,Total Party Votes,D,"24,241",,,,,,
NJ,3,,"Kromash, Aaron M.",I (GRN),,,,,"2,515",0.92,
NJ,3,,"Feduniewicz, Ken",I (REF),,,,,948,0.34,
NJ,3,,"Wahner, Norman E.",I (NJC),,,,,719,0.26,
NJ,3,,Total District Votes,,"49,521",,,,"274,083",,
NJ,4,(I),"Smith, Christopher H.",R,"20,062",100,,,"158,515",63.2,
NJ,4,,Total Party Votes,R,"20,062",,,,,,
NJ,4,,"Gusciora, Reed",D,"18,952",100,,,"87,956",35.07,
NJ,4,,Total Party Votes,D,"18,952",,,,,,
NJ,4,,"Chaifetz, Stuart",I (GRN),,,,,"3,627",1.45,
NJ,4,,"Teel, Paul D.",I (UC),,,,,712,0.28,
NJ,4,,Total District Votes,,"39,014",,,,"250,810",,
NJ,5,(I),"Roukema, Marge",R,"23,043",52.26,,,"175,546",65.37,
NJ,5,,"Garrett, E. Scott",R,"21,051",47.74,,,,,
NJ,5,,Total Party Votes,R,"44,094",,,,,,
NJ,5,,"Mercurio, Linda A.",D,"14,743",100,,,"81,715",30.43,
NJ,5,,Total Party Votes,D,"14,743",,,,,,
NJ,5,,"King, Michael ""MJ""",I (GRN),,,,,"5,329",1.98,
NJ,5,,"McCafferty, Robert J.",I (NJI),,,,,"4,095",1.52,
NJ,5,,"Goodman, Ira W.",I (REF),,,,,"1,358",0.5,
NJ,5,,"Hamilton, Helen",I (NL),,,,,481,0.18,
NJ,5,,Total District Votes,,"58,837",,,,"268,524",,
NJ,6,(I),"Pallone, Frank Jr.",D,"24,475",100,,,"141,698",67.52,
NJ,6,,Total Party Votes,D,"24,475",,,,,,
NJ,6,,"Kennedy, Brian T.",R,"5,683",65.98,,,"62,454",29.76,
NJ,6,,"Hutchins, Charles T.",R,"2,930",34.02,,,,,
NJ,6,,Total Party Votes,R,"8,613",,,,,,
NJ,6,,"Gray, Earl",I (GRN),,,,,"4,252",2.03,
NJ,6,,"Zaletel, Karen",I (REF),,,,,"1,120",0.53,
NJ,6,,"Kuzmak, Sylvia",I (NJC),,,,,328,0.16,
NJ,6,,Total District Votes,,"33,088",,,,"209,852",,
NJ,7,,"Ferguson, Mike",R,"10,748",40.59,,,"128,434",51.58,
NJ,7,,"Kean, Tom Jr.",R,"7,358",27.29,,,,,
NJ,7,,"Weingarten, Joel M.",R,"6,089",23,,,,,
NJ,7,,"Morrisey, Patrick",R,"2,284",8.62,,,,,
NJ,7,,Total Party Votes,R,"26,479",,,,,,
NJ,7,,"Connelly, Maryanne",D,"14,931",45.45,,,"113,479",45.57,
NJ,7,,"Lapolla, Mike",D,"14,637",44.56,,,,,
NJ,7,,"Golkin, Jeffrey",D,"2,698",8.21,,,,,
NJ,7,,"Farley, Joel",D,585,1.78,,,,,
NJ,7,,Total Party Votes,D,"32,851",,,,,,
NJ,7,,"Coleman, Jerry L.",I (GRN),,,,,"5,444",2.19,
NJ,7,,"Young, Darren",I (LBT),,,,,973,0.39,
NJ,7,,"Gianella, Shawn",I (NJC),,,,,386,0.16,
NJ,7,,"Johnson, Mary T.",I (NL),,,,,283,0.11,
NJ,7,,Total District Votes,,"59,330",,,,"248,999",,
NJ,8,(I),"Pascrell, Bill Jr.",D,"23,701",100,,,"134,074",66.99,
NJ,8,,Total Party Votes,D,"23,701",,,,,,
NJ,8,,"Fusco, Anthony Jr.",R,"8,690",78.89,,,"60,606",30.28,
NJ,8,,"George, Bernard Anthony",R,"2,325",21.11,,,,,
NJ,8,,Total Party Votes,R,"11,015",,,,,,
NJ,8,,"Fortunato, Joseph A.",I (GRN),,,,,"4,469",2.23,
NJ,8,,"Sargis, Viji",I (NJI),,,,,983,0.49,
NJ,8,,Total District Votes,,"34,716",,,,"200,132",,
NJ,9,(I),"Rothman, Steven R.",D,"25,686",100,,,"140,462",67.93,
NJ,9,,Total Party Votes,D,"25,686",,,,,,
NJ,9,,"Tedeschi, Joseph",R,"7,091",100,,,"61,984",29.98,
NJ,9,,Total Party Votes,R,"7,091",,,,,,
NJ,9,,"Pell, Lewis",I (GRN),,,,,"2,273",1.1,
NJ,9,,"Perrone, Michael Jr.",I (IPR),,,,,"1,072",0.52,
NJ,9,,"Corriston, Robert",I (NJC),,,,,980,0.47,
NJ,9,,Total District Votes,,"32,777",,,,"206,771",,
NJ,10,(I),"Payne, Donald M.",D,"45,880",100,,,"133,073",87.52,
NJ,10,,Total Party Votes,D,"45,880",,,,,,
NJ,10,,"Weber, Dirk B.",R,"1,492",100,,,"18,436",12.12,
NJ,10,,Total Party Votes,R,"1,492",,,,,,
NJ,10,,"Williams, Maurice",I (SWP),,,,,536,0.35,
NJ,10,,Total District Votes,,"47,372",,,,"152,045",,
NJ,11,(I),"Frelinghuysen, Rodney P.",R,"35,820",100,,,"186,140",67.97,
NJ,11,,Total Party Votes,R,"35,820",,,,,,
NJ,11,,"Scollo, John P.",D,"15,419",100,,,"80,958",29.56,
NJ,11,,Total Party Votes,D,"15,419",,,,,,
NJ,11,,"Pickarski, John",I (GRN),,,,,"5,199",1.9,
NJ,11,,"Spinosa, James E.",I (NJC),,,,,"1,541",0.56,
NJ,11,,Total District Votes,,"51,239",,,,"273,838",,
NJ,12,(I),"Holt, Rush",D,"27,104",100,,,"146,162",48.73,
NJ,12,,Total Party Votes,D,"27,104",,,,,,
NJ,12,,"Zimmer, Dick",R,"19,084",62.01,,,"145,511",48.51,
NJ,12,,"Pappas, Mike",R,"11,692",37.99,,,,,
NJ,12,,Total Party Votes,R,"30,776",,,,,,
NJ,12,,"Mayer, Carl",I (GRN),,,,,"5,811",1.94,
NJ,12,,"Desmond, John P.",I (NJC),,,,,"1,233",0.41,
NJ,12,,"Winslow, Worth",I (LBT),,,,,"1,225",0.41,
NJ,12,,Total District Votes,,"57,880",,,,"299,942",,
NJ,13,(I),"Menendez, Robert",D,"38,651",100,,,"117,856",78.69,
NJ,13,,Total Party Votes,D,"38,651",,,,,,
NJ,13,,"de Leon, Theresa",R,"2,045",57.52,,,"27,849",18.6,
NJ,13,,"Munoz, Carlos E.",R,849,23.88,,,,,
NJ,13,,"Turner, Harold ""Hal""",R,661,18.59,,,,,
NJ,13,,Total Party Votes,R,"3,555",,,,,,
NJ,13,,"Meliere, Claudette C.",I (GRN),,,,,"2,741",1.83,
NJ,13,,"Hester, Dick",I (CON),,,,,562,0.38,
NJ,13,,"Shaw, Herbert H.",I (PC),,,,,357,0.24,
NJ,13,,"Fonteboa, Alina Lydia",I (ICE),,,,,233,0.16,
NJ,13,,"Sachs, Kari",I (SWP),,,,,168,0.11,
NJ,13,,Total District Votes,,"42,206",,,,"149,766",,
NJ,,,Total State Votes,,"600,744",,,,"2,988,233",,
NM,1,(I),"Wilson, Heather A.",R,"25,063",100,,,"107,296",50.34,
NM,1,,Total Party Votes,R,"25,063",,,,,,
NM,1,,"Kelly, John J.",D,"16,212",42.39,,,"92,187",43.25,
NM,1,,"Bregman, Sam",D,"12,824",33.53,,,,,
NM,1,,"Wertheim, John V.",D,"9,209",24.08,,,,,
NM,1,,Total Party Votes,D,"38,245",,,,,,
NM,1,,"Kerlinsky, Daniel",GRN,,,,,"13,656",6.41,
NM,1,,"Kerlinsky, Daniel",W(G),154,100,,,,,
NM,1,,Total Party Votes,GRN,154,,,,,,
NM,1,,Total District Votes,,"63,462",,,,"213,139",,
NM,2,(I),"Skeen, Joe",R,"23,112",100,,,"100,742",58.11,
NM,2,,Total Party Votes,R,"23,112",,,,,,
NM,2,,"Montoya, Michael A.",D,"19,388",51.6,,,"72,614",41.89,
NM,2,,"Runnels, Michael",D,"18,185",48.4,,,,,
NM,2,,Total Party Votes,D,"37,573",,,,,,
NM,2,,"Provencio, Carlos R.",W(G),132,100,,,,,
NM,2,,Total Party Votes,GRN,132,,,,,,
NM,2,,Total District Votes,,"60,817",,,,"173,356",,
NM,3,(I),"Udall, Tom",D,"49,585",82.6,,,"135,040",67.18,
NM,3,,"Lobato, Francesca",D,"10,441",17.39,,,,,
NM,3,,Total Party Votes,D,"60,026",,,,,,
NM,3,,"Lutz, Lisa L.",R,"19,030",100,,,"65,979",32.82,
NM,3,,Total Party Votes,R,"19,030",,,,,,
NM,3,,Total District Votes,,"79,056",,,,"201,019",,
NM,,,Total State Votes,,"203,335",,,,"587,514",,
NY,1,,"Grucci, Felix J. Jr.",Combined,,,,,,55.52,"133,020"
NY,1,,"Grucci, Felix J. Jr.",R,Unopposed,,,,"111,003",,
NY,1,,"Grucci, Felix J. Jr.",RTL,Unopposed,,,,"8,746",,
NY,1,,"Grucci, Felix J. Jr.",C,Unopposed,,,,"7,569",,
NY,1,,"Grucci, Felix J. Jr.",IDP,200,61.35,,,"5,702",,
NY,1,,"Fisher, Jack R.",IDP,126,38.65,,,,,
NY,1,,Total Party Votes,IDP,326,,,,,,
NY,1,,"Seltzer, Regina",D,"6,077",50.14,,,"97,299",40.61,
NY,1,(I),"Forbes, Michael P.",D,"6,042",49.86,,,,,
NY,1,,Total Party Votes,D,"12,119",,,,,,
NY,1,,"Forbes, Michael P.",WF,Unopposed,,,,"6,318",2.64,
NY,1,,"Holst, William G.",GRN,41,87.23,,,"2,967",1.24,
NY,1,,"Forbes, Michael",W(GRN),4,8.51,,,,,
NY,1,,"Englebright, Steven",W(GRN),2,4.26,,,,,
NY,1,,Total Party Votes,GRN,47,,,,,,
NY,1,,Total District Votes,,"12,492",,,,"239,604",,
NY,2,,"Isreal, Steve J.",D,"6,004",45.35,,,"90,438",47.94,
NY,2,,"Bishop, David A.",D,"5,449",41.16,,,,,
NY,2,,"Grant, Ghenya B.",D,"1,785",13.48,,,,,
NY,2,,Scattered,W(D),1,0.01,,,,,
NY,2,,Total Party Votes,D,"13,239",,,,,,
NY,2,,"Johnson, Joan B.",R,"6,823",61.59,,,"65,880",34.92,
NY,2,,"Walsh, Robert T.",R,"4,255",38.41,,,,,
NY,2,,Total Party Votes,R,"11,078",,,,,,
NY,2,,"Walsh, Robert T.",RTL,Unopposed,,,,"11,224",5.95,
NY,2,,"Thompson, Richard N.",C,732,52.06,,,"10,824",5.74,
NY,2,,"Johnson, Joan B.",C,672,47.8,,,,,
NY,2,,Scattered,W(C),2,0.14,,,,,
NY,2,,Total Party Votes,C,"1,406",,,,,,
NY,2,,"Bishop, David A.",Combined,,,,,,5.44,"10,266"
NY,2,,"Bishop, David A.",GRN,Unopposed,,,,"1,404",,
NY,2,,"Bishop, David A.",WF,Unopposed,,,,"1,267",,
NY,2,,"Bishop, David A.",IDP,177,59.6,,,"7,595",,
NY,2,,"Lite, Justin N.",IDP,120,40.4,,,,,
NY,2,,Total Party Votes,IDP,297,,,,,,
NY,2,,Total District Votes,,"26,020",,,,"188,632",,
NY,3,(I),"King, Peter T.",Combined,,,,,,59.53,"143,126"
NY,3,,"King, Peter T.",RTL,Unopposed,,,,"8,671",,
NY,3,,"King, Peter T.",C,Unopposed,,,,"7,158",,
NY,3,,"King, Peter T.",IDP,Unopposed,,,,"4,477",,
NY,3,,"King, Peter T.",R,"8,651",77.62,,,"122,820",,
NY,3,,"Previdi, Robert",R,"2,495",22.38,,,,,
NY,3,,Total Party Votes,R,"11,146",,,,,,
NY,3,,"LaMagna, Dal",Combined,,,,,,39.84,"95,787"
NY,3,,"LaMagna, Dal",D,Unopposed,,,,"91,948",,
NY,3,,"LaMagna, Dal",GRN,Unopposed,,,,"2,260",,
NY,3,,"LaMagna, Dal",WF,Unopposed,,,,"1,579",,
NY,3,,"Olchin, Selma",L,Unopposed,,,,"1,515",0.63,
NY,3,,Total District Votes,,"11,146",,,,"240,428",,
NY,4,(I),"McCarthy, Carolyn",Combined,,,,,,60.55,"136,703"
NY,4,,"McCarthy, Carolyn",D,Unopposed,,,,"128,688",,
NY,4,,"McCarthy, Carolyn",IDP,Unopposed,,,,"5,191",,
NY,4,,"McCarthy, Carolyn",WF,Unopposed,,,,"2,824",,
NY,4,,"Becker, Gregory R.",Combined,,,,,,38.9,"87,830"
NY,4,,"Becker, Gregory R.",R,Unopposed,,,,"75,650",,
