STATE ABBREVIATION,D,,CANDIDATE NAME,PARTY,PRIMARY RESULTS,PRIMARY %,RUNOFF RESULTS,RUNOFF %,GENERAL VOTES ,GENERAL %,COMBINED PARTIES
MN,6,(I),"Luther, Bill",DFL,"45,378",100,,,"176,340",49.56,
MN,6,,Total Party Votes,DFL,"45,378",,,,,,
MN,6,,"Kline, John",R,"19,029",100,,,"170,900",48.03,
MN,6,,Total Party Votes,R,"19,029",,,,,,
MN,6,,"Hubbard, Ralph A.",CON,242,100,,,"8,584",2.41,
MN,6,,Total Party Votes,CON,242,,,,,,
MN,6,,Total District Votes,,"64,649",,,,"355,824",,
MN,7,(I),"Peterson, Collin C.",DFL,"33,948",100,,,"185,771",68.68,
MN,7,,Total Party Votes,DFL,"33,948",,,,,,
MN,7,,"Menze, Glen",R,"10,258",65.38,,,"79,175",29.27,
MN,7,,"Edin, Aleta",R,"5,433",34.62,,,,,
MN,7,,Total Party Votes,R,"15,691",,,,,,
MN,7,,"Sivertson, Owen",CON,141,100,,,"5,550",2.05,
MN,7,,Total Party Votes,CON,141,,,,,,
MN,7,,Total District Votes,,"49,780",,,,"270,496",,
MN,8,(I),"Oberstar, James L.",DFL,"64,189",100,,,"210,094",67.85,
MN,8,,Total Party Votes,DFL,"64,189",,,,,,
MN,8,,"Lemen, Bob",R,"7,197",50.06,,,"79,890",25.8,
MN,8,,"Nelson, Warren L.",R,"7,179",49.94,,,,,
MN,8,,Total Party Votes,R,"14,376",,,,,,
MN,8,,"Darling, Mike",I,,,,,"19,667",6.35,
MN,8,,Total District Votes,,"78,565",,,,"309,651",,
MN,,,Total State Votes,,"493,739",,,,"2,363,738",,
MS,1,(I),"Wicker, Roger F.",R,"16,224",100,,,"145,967",69.83,
MS,1,,Total Party Votes,R,"16,224",,,,,,
MS,1,,"Grist, Joe T. (Joey) Jr.",D,"10,662",100,,,"59,763",28.59,
MS,1,,Total Party Votes,D,"10,662",,,,,,
MS,1,,"Lawrence, Chris",LBT,,,,,"3,310",1.58,
MS,1,,Total District Votes,,"26,886",,,,"209,040",,
MS,2,(I),"Thompson, Bennie G.",D,"21,177",100,,,"112,777",65.07,
MS,2,,Total Party Votes,D,"21,177",,,,,,
MS,2,,"Caraway, Hardy",R,"5,135",52.57,,,"54,090",31.21,
MS,2,,"Brown, Robert C.",R,"4,632",47.42,,,,,
MS,2,,Total Party Votes,R,"9,767",,,,,,
MS,2,,"Chipman, William G. (Will)",LBT,,,,,"4,305",2.48,
MS,2,,"Dilworth, Lee F.",REF,,,,,"2,135",1.23,
MS,2,,Total District Votes,,"30,944",,,,"173,307",,
MS,3,(I),"Pickering, Charles W. ""Chip""",R,"28,753",100,,,"153,899",73.16,
MS,3,,Total Party Votes,R,"28,753",,,,,,
MS,3,,"Thrash, William",D,"10,213",100,,,"54,151",25.74,
MS,3,,Total Party Votes,D,"10,213",,,,,,
MS,3,,"Golden, Jonathan",LBT,,,,,"2,313",1.1,
MS,3,,Total District Votes,,"38,966",,,,"210,363",,
MS,4,(I),"Shows, Ronnie",D,"21,665",100,,,"115,732",58.15,
MS,4,,Total Party Votes,D,"21,665",,,,,,
MS,4,,"Lampton, Dunn",R,"16,929",61.29,,,"79,218",39.8,
MS,4,,"Yoste, Geoffrey",R,"10,690",38.7,,,,,
MS,4,,Total Party Votes,R,"27,619",,,,,,
MS,4,,"Hopkins, Ernie John",LBT,,,,,"2,580",1.3,
MS,4,,"Pharr, Betty",REF,,,,,"1,504",0.76,
MS,4,,Total District Votes,,"49,284",,,,"199,034",,
MS,5,(I),"Taylor, Gene",D,"11,496",100,,,"153,264",78.84,
MS,5,,Total Party Votes,D,"11,496",,,,,,
MS,5,,"McDonnell, Randy",R,"9,429",45.2,"2,668",52.86,"35,309",18.16,
MS,5,,"Owens, Nicholas N.",R,"5,858",28.08,"2,379",47.14,,,
MS,5,,"Mertz, Dr. Karl Cleveland",R,"5,574",26.72,,,,,
MS,5,,Total Party Votes,R,"20,861",,"5,047",,,,
MS,5,,"Parker, Wayne L.",LBT,,,,,"3,002",1.54,
MS,5,,"Perrone, Katie",REF,,,,,"2,820",1.45,
MS,5,,Total District Votes,,"32,357",,"5,047",,"194,395",,
MS,,,Total State Votes,,"178,437",,"5,047",,"986,139",,
MO,1,,"Clay, William Lacy",D,"34,398",60.56,,,"149,173",75.21,
MO,1,,"Dooley, Charlie",D,"15,612",27.48,,,,,
MO,1,,"Vickers, Eric Erfan",D,"3,543",6.24,,,,,
